CCHE1D_Channel,Reach_ID,Contributing_Cell_ID_Source,Contributing_Cell_ID_Right,Contributing_Cell_ID_Left,Upstream_Reach_ID_1,Upstream_Reach_ID_2,x_US,y_US,x_DS,y_DS
449,464,4641,4642,4643,,,3794636.6207244,238297.11401283,3794582.6207244,238250.11401283
706,107,0,1072,1073,109.0,108.0,3794625.6207244,234492.11401283,3794381.6207244,234445.11401283
369,544,5441,5442,5443,,,3794622.6207244,236459.11401283,3794509.6207244,236339.11401283
708,105,1051,1052,1053,,,3794602.6207244,234343.11401283,3794577.6207244,234332.11401283
308,605,6051,6052,6053,,,3794593.6207244,238655.11401283,3794437.6207244,238507.11401283
448,465,4651,4652,4653,,,3794568.6207244,238288.11401283,3794581.6207244,238250.11401283
309,604,6041,6042,6043,,,3794581.6207244,238488.11401283,3794437.6207244,238506.11401283
727,86,861,862,863,,,3794578.6207244,233936.11401283,3794125.6207244,233860.11401283
712,101,0,1012,1013,105.0,102.0,3794576.6207244,234333.11401283,3794499.6207244,234333.11401283
419,494,4941,4942,4943,,,3794570.6207244,237054.11401283,3794572.6207244,237028.11401283
418,495,4951,4952,4953,,,3794131.6207244,237468.11401283,3794572.6207244,237027.11401283
674,139,0,1392,1393,521.0,140.0,3794570.6207244,235230.11401283,3794399.6207244,235052.11401283
392,521,0,5212,5213,523.0,522.0,3794559.6207244,235265.11401283,3794570.6207244,235231.11401283
375,538,0,5382,5383,540.0,539.0,3794567.6207244,236160.11401283,3794364.6207244,236145.11401283
675,138,1381,1382,1383,,,3794558.6207244,235076.11401283,3794400.6207244,235052.11401283
390,523,0,5232,5233,663.0,524.0,3794439.6207244,235421.11401283,3794558.6207244,235266.11401283
386,527,5271,5272,5273,,,3794539.6207244,235713.11401283,3794366.6207244,235643.11401283
380,533,5331,5332,5333,,,3794539.6207244,235978.11401283,3794317.6207244,235866.11401283
434,479,0,4792,4793,481.0,480.0,3794520.6207244,237527.11401283,3794532.6207244,237536.11401283
439,474,0,4742,4743,478.0,475.0,3794455.6207244,237609.11401283,3794532.6207244,237537.11401283
362,551,5511,5512,5513,,,3794525.6207244,236764.11401283,3794217.6207244,236615.11401283
713,100,1001,1002,1003,,,3794524.6207244,234164.11401283,3794499.6207244,234332.11401283
432,481,4811,4812,4813,,,3794509.6207244,237488.11401283,3794519.6207244,237526.11401283
433,480,4801,4802,4803,,,3794463.6207244,237524.11401283,3794519.6207244,237528.11401283
368,545,5451,5452,5453,,,3794496.6207244,236421.11401283,3794508.6207244,236339.11401283
306,607,6071,6072,6073,,,3794509.6207244,238852.11401283,3794290.6207244,238476.11401283
370,543,0,5432,5433,545.0,544.0,3794508.6207244,236338.11401283,3794364.6207244,236146.11401283
729,84,841,842,843,,,3794502.6207244,233782.11401283,3794181.6207244,233829.11401283
714,99,0,992,993,101.0,100.0,3794498.6207244,234332.11401283,3794361.6207244,234436.11401283
688,125,1251,1252,1253,,,3794494.6207244,234787.11401283,3794460.6207244,234800.11401283
247,666,6661,6662,6663,,,3794105.6207244,235468.11401283,3794371.6207244,235109.11401283
437,476,4761,4762,4763,,,3794436.6207244,237896.11401283,3794428.6207244,237723.11401283
382,531,5311,5312,5313,,,3794463.6207244,235858.11401283,3794297.6207244,235808.11401283
689,124,0,1242,1243,126.0,125.0,3794459.6207244,234801.11401283,3794420.6207244,234826.11401283
438,475,0,4752,4753,477.0,476.0,3794428.6207244,237722.11401283,3794454.6207244,237610.11401283
435,478,4781,4782,4783,,,3794335.6207244,237635.11401283,3794454.6207244,237609.11401283
680,133,1331,1332,1333,,,3794449.6207244,234829.11401283,3794420.6207244,234827.11401283
389,524,0,5242,5243,656.0,525.0,3794336.6207244,235593.11401283,3794439.6207244,235422.11401283
250,663,6631,6632,6633,,,3794346.6207244,235516.11401283,3794438.6207244,235422.11401283
699,114,1141,1142,1143,,,3794437.6207244,234617.11401283,3794381.6207244,234446.11401283
310,603,0,6032,6033,605.0,604.0,3794436.6207244,238506.11401283,3794290.6207244,238471.11401283
436,477,4771,4772,4773,,,3794302.6207244,237883.11401283,3794427.6207244,237723.11401283
690,123,0,1232,1233,133.0,124.0,3794419.6207244,234826.11401283,3794302.6207244,234832.11401283
676,137,0,1372,1373,139.0,138.0,3794399.6207244,235051.11401283,3794320.6207244,235006.11401283
357,556,5561,5562,5563,,,3794388.6207244,236992.11401283,3794283.6207244,236968.11401283
723,90,901,902,903,,,3794386.6207244,234162.11401283,3794192.6207244,234172.11401283
707,106,0,1062,1063,114.0,107.0,3794380.6207244,234446.11401283,3794361.6207244,234437.11401283
246,667,6671,6672,6673,,,3794369.6207244,235186.11401283,3794371.6207244,235110.11401283
735,78,781,782,783,,,3794371.6207244,233513.11401283,3794023.6207244,233546.11401283
248,665,0,6652,6653,667.0,666.0,3794370.6207244,235109.11401283,3794308.6207244,235039.11401283
679,134,1341,1342,1343,,,3794368.6207244,234946.11401283,3794302.6207244,234833.11401283
385,528,5281,5282,5283,,,3794366.6207244,235672.11401283,3794365.6207244,235643.11401283
387,526,0,5262,5263,528.0,527.0,3794365.6207244,235642.11401283,3794354.6207244,235635.11401283
376,537,0,5372,5373,543.0,538.0,3794363.6207244,236145.11401283,3794267.6207244,236077.11401283
715,98,0,982,983,106.0,99.0,3794360.6207244,234437.11401283,3794078.6207244,234418.11401283
366,547,5471,5472,5473,,,3794360.6207244,236429.11401283,3794255.6207244,236279.11401283
360,553,5531,5532,5533,,,3794360.6207244,236855.11401283,3794194.6207244,236693.11401283
388,525,0,5252,5253,529.0,526.0,3794354.6207244,235634.11401283,3794336.6207244,235594.11401283
384,529,0,5292,5293,655.0,530.0,3794295.6207244,235805.11401283,3794353.6207244,235635.11401283
314,599,5991,5992,5993,,,3794352.6207244,238291.11401283,3794211.6207244,238296.11401283
379,534,0,5342,5343,654.0,535.0,3794264.6207244,236024.11401283,3794316.6207244,235865.11401283
257,656,0,6562,6563,658.0,657.0,3794110.6207244,235649.11401283,3794335.6207244,235594.11401283
249,664,0,6642,6643,668.0,665.0,3794307.6207244,235038.11401283,3794320.6207244,235007.11401283
381,532,0,5322,5323,534.0,533.0,3794317.6207244,235865.11401283,3794296.6207244,235808.11401283
677,136,0,1362,1363,664.0,137.0,3794319.6207244,235006.11401283,3794138.6207244,234838.11401283
312,601,6011,6012,6013,,,3794316.6207244,238355.11401283,3794206.6207244,238327.11401283
244,669,6691,6692,6693,,,3794285.6207244,235202.11401283,3794305.6207244,235041.11401283
696,117,1171,1172,1173,,,3794311.6207244,234598.11401283,3794107.6207244,234520.11401283
245,668,0,6682,6683,670.0,669.0,3794305.6207244,235040.11401283,3794306.6207244,235039.11401283
243,670,0,6702,6703,672.0,671.0,3794264.6207244,235016.11401283,3794304.6207244,235041.11401283
691,122,0,1222,1223,134.0,123.0,3794301.6207244,234832.11401283,3794116.6207244,234796.11401283
356,557,5571,5572,5573,,,3794276.6207244,237037.11401283,3794283.6207244,236969.11401283
383,530,0,5302,5303,532.0,531.0,3794296.6207244,235807.11401283,3794295.6207244,235806.11401283
258,655,6551,6552,6553,,,3794234.6207244,235805.11401283,3794294.6207244,235806.11401283
307,606,0,6062,0,608.0,607.0,3794290.6207244,238475.11401283,3794290.6207244,238472.11401283
311,602,0,6022,6023,606.0,603.0,3794289.6207244,238471.11401283,3794205.6207244,238327.11401283
305,608,6081,6082,6083,,,3794240.6207244,238513.11401283,3794289.6207244,238476.11401283
740,73,731,732,733,,,3794285.6207244,233441.11401283,3794007.6207244,233392.11401283
358,555,0,5552,5553,557.0,556.0,3794282.6207244,236968.11401283,3794165.6207244,236764.11401283
367,546,0,5462,5463,548.0,547.0,3794255.6207244,236278.11401283,3794265.6207244,236078.11401283
377,536,0,5362,5363,546.0,537.0,3794266.6207244,236077.11401283,3794264.6207244,236026.11401283
378,535,0,5352,0,565.0,536.0,3794264.6207244,236025.11401283,3794264.6207244,236025.11401283
695,118,1181,1182,1183,,,3794263.6207244,234783.11401283,3794106.6207244,234520.11401283
241,672,6721,6722,6723,,,3794173.6207244,235034.11401283,3794263.6207244,235015.11401283
242,671,6711,6712,6713,,,3794072.6207244,235305.11401283,3794263.6207244,235016.11401283
259,654,6541,6542,6543,,,3794098.6207244,235906.11401283,3794263.6207244,236025.11401283
348,565,0,5652,5653,647.0,566.0,3794193.6207244,236131.11401283,3794263.6207244,236026.11401283
365,548,0,5482,5483,550.0,549.0,3794221.6207244,236586.11401283,3794254.6207244,236279.11401283
364,549,5491,5492,5493,,,3794246.6207244,236595.11401283,3794222.6207244,236587.11401283
724,89,891,892,893,,,3794233.6207244,234147.11401283,3794192.6207244,234171.11401283
728,85,851,852,853,,,3794225.6207244,233823.11401283,3794181.6207244,233830.11401283
363,550,0,5502,5503,552.0,551.0,3794217.6207244,236614.11401283,3794221.6207244,236587.11401283
320,593,5931,5932,5933,,,3794217.6207244,237981.11401283,3793955.6207244,237907.11401283
361,552,0,5522,5523,554.0,553.0,3794193.6207244,236692.11401283,3794216.6207244,236615.11401283
315,598,0,5982,5983,600.0,599.0,3794210.6207244,238295.11401283,3794105.6207244,238224.11401283
313,600,0,6002,6003,602.0,601.0,3794205.6207244,238326.11401283,3794210.6207244,238296.11401283
720,93,931,932,933,,,3794203.6207244,234258.11401283,3794099.6207244,234199.11401283
352,561,5611,5612,5613,,,3794196.6207244,237212.11401283,3794111.6207244,237173.11401283
347,566,0,5662,5663,646.0,567.0,3794163.6207244,236287.11401283,3794193.6207244,236132.11401283
359,554,0,5542,5543,558.0,555.0,3794165.6207244,236763.11401283,3794193.6207244,236693.11401283
266,647,0,6472,6473,651.0,648.0,3793994.6207244,236128.11401283,3794192.6207244,236132.11401283
725,88,0,882,883,90.0,89.0,3794191.6207244,234171.11401283,3794075.6207244,234136.11401283
747,66,661,662,663,,,3794182.6207244,233117.11401283,3793978.6207244,233168.11401283
730,83,0,832,833,85.0,84.0,3794180.6207244,233830.11401283,3794125.6207244,233859.11401283
316,597,5971,5972,5973,,,3794179.6207244,238169.11401283,3794105.6207244,238223.11401283
355,558,0,5582,5583,564.0,559.0,3794064.6207244,236972.11401283,3794164.6207244,236764.11401283
346,567,0,5672,5673,643.0,568.0,3794152.6207244,236326.11401283,3794163.6207244,236288.11401283
267,646,6461,6462,6463,,,3793748.6207244,236318.11401283,3794162.6207244,236287.11401283
741,72,721,722,723,,,3794156.6207244,233440.11401283,3794007.6207244,233391.11401283
240,673,6731,6732,6733,,,3794156.6207244,234918.11401283,3794137.6207244,234838.11401283
345,568,0,5682,5683,642.0,569.0,3793981.6207244,236587.11401283,3794152.6207244,236327.11401283
270,643,0,6432,6433,645.0,644.0,3793683.6207244,236473.11401283,3794151.6207244,236326.11401283
324,589,5891,5892,5893,,,3794151.6207244,237756.11401283,3793893.6207244,237716.11401283
719,94,941,942,943,,,3794138.6207244,234419.11401283,3794098.6207244,234199.11401283
678,135,0,1352,1353,673.0,136.0,3794137.6207244,234837.11401283,3794114.6207244,234797.11401283
744,69,691,692,693,,,3794129.6207244,233340.11401283,3793987.6207244,233348.11401283
731,82,0,822,823,86.0,83.0,3794124.6207244,233860.11401283,3794084.6207244,233854.11401283
326,587,5871,5872,5873,,,3794123.6207244,237612.11401283,3793874.6207244,237701.11401283
692,121,0,1212,1213,135.0,122.0,3794115.6207244,234796.11401283,3794107.6207244,234788.11401283
755,58,581,582,583,,,3794114.6207244,233024.11401283,3793821.6207244,233120.11401283
351,562,5621,5622,5623,,,3794039.6207244,237319.11401283,3794110.6207244,237173.11401283
353,560,0,5602,5603,562.0,561.0,3794110.6207244,237172.11401283,3794095.6207244,237157.11401283
255,658,0,6582,6583,660.0,659.0,3794065.6207244,235634.11401283,3794109.6207244,235649.11401283
256,657,6571,6572,6573,,,3793899.6207244,235853.11401283,3794109.6207244,235650.11401283
239,674,0,6742,6743,676.0,675.0,3793908.6207244,235121.11401283,3794106.6207244,234788.11401283
697,116,0,1162,1163,118.0,117.0,3794106.6207244,234519.11401283,3794066.6207244,234485.11401283
693,120,0,1202,1203,674.0,121.0,3794106.6207244,234787.11401283,3794051.6207244,234500.11401283
317,596,0,5962,5963,598.0,597.0,3794104.6207244,238223.11401283,3794082.6207244,238211.11401283
746,67,671,672,673,,,3794102.6207244,233217.11401283,3793978.6207244,233170.11401283
721,92,0,922,923,94.0,93.0,3794098.6207244,234198.11401283,3794063.6207244,234184.11401283
354,559,0,5592,5593,563.0,560.0,3794094.6207244,237156.11401283,3794064.6207244,236973.11401283
350,563,5631,5632,5633,,,3794058.6207244,237184.11401283,3794094.6207244,237157.11401283
304,609,0,6092,6093,611.0,610.0,3794064.6207244,238395.11401283,3794081.6207244,238211.11401283
734,79,791,792,793,,,3794092.6207244,233698.11401283,3794023.6207244,233547.11401283
726,87,0,872,873,91.0,88.0,3794074.6207244,234136.11401283,3794083.6207244,233854.11401283
732,81,0,812,813,87.0,82.0,3794084.6207244,233853.11401283,3794024.6207244,233771.11401283
716,97,0,972,973,115.0,98.0,3794077.6207244,234417.11401283,3794076.6207244,234350.11401283
318,595,0,5952,5953,609.0,596.0,3794081.6207244,238210.11401283,3793924.6207244,238100.11401283
717,96,0,962,963,678.0,97.0,3794076.6207244,234349.11401283,3794058.6207244,234193.11401283
698,115,0,1152,1153,119.0,116.0,3794066.6207244,234484.11401283,3794077.6207244,234418.11401283
235,678,0,6782,6783,742.0,679.0,3793862.6207244,234627.11401283,3794075.6207244,234350.11401283
722,91,0,912,913,95.0,92.0,3794063.6207244,234183.11401283,3794074.6207244,234137.11401283
303,610,6101,6102,6103,,,3794072.6207244,238486.11401283,3794064.6207244,238396.11401283
694,119,0,1192,1193,677.0,120.0,3794052.6207244,234499.11401283,3794065.6207244,234485.11401283
253,660,0,6602,6603,662.0,661.0,3793731.6207244,235565.11401283,3794064.6207244,235634.11401283
254,659,6591,6592,6593,,,3793728.6207244,235804.11401283,3794064.6207244,235635.11401283
349,564,5641,5642,5643,,,3793954.6207244,237081.11401283,3794063.6207244,236973.11401283
302,611,6111,6112,6113,,,3794033.6207244,238422.11401283,3794063.6207244,238396.11401283
718,95,0,952,953,743.0,96.0,3794058.6207244,234192.11401283,3794062.6207244,234184.11401283
170,743,7431,7432,7433,,,3794019.6207244,234229.11401283,3794057.6207244,234192.11401283
236,677,6771,6772,6773,,,3793879.6207244,234731.11401283,3794051.6207244,234498.11401283
322,591,5911,5912,5913,,,3794025.6207244,237822.11401283,3793947.6207244,237827.11401283
733,80,0,802,803,744.0,81.0,3794023.6207244,233770.11401283,3793972.6207244,233528.11401283
169,744,0,7442,7443,748.0,745.0,3793950.6207244,234168.11401283,3794023.6207244,233771.11401283
343,570,5701,5702,5703,,,3794023.6207244,236620.11401283,3793962.6207244,236613.11401283
736,77,0,772,773,79.0,78.0,3794022.6207244,233547.11401283,3793972.6207244,233527.11401283
739,74,741,742,743,,,3794020.6207244,233430.11401283,3793985.6207244,233389.11401283
742,71,0,712,713,73.0,72.0,3794006.6207244,233391.11401283,3793985.6207244,233388.11401283
262,651,0,6512,6513,653.0,652.0,3793491.6207244,236002.11401283,3793993.6207244,236127.11401283
265,648,0,6482,6483,650.0,649.0,3793604.6207244,236218.11401283,3793993.6207244,236128.11401283
743,70,0,702,703,74.0,71.0,3793984.6207244,233388.11401283,3793986.6207244,233348.11401283
758,55,551,552,553,,,3793987.6207244,232962.11401283,3793857.6207244,233063.11401283
745,68,0,682,683,70.0,69.0,3793986.6207244,233347.11401283,3793918.6207244,233221.11401283
271,642,6421,6422,6423,,,3793754.6207244,236590.11401283,3793980.6207244,236587.11401283
344,569,0,5692,5693,571.0,570.0,3793962.6207244,236612.11401283,3793980.6207244,236588.11401283
748,65,0,652,653,67.0,66.0,3793977.6207244,233169.11401283,3793924.6207244,233199.11401283
737,76,0,762,763,80.0,77.0,3793971.6207244,233527.11401283,3793922.6207244,233397.11401283
342,571,0,5712,5713,641.0,572.0,3793910.6207244,236655.11401283,3793961.6207244,236613.11401283
321,592,0,5922,5923,594.0,593.0,3793955.6207244,237906.11401283,3793946.6207244,237827.11401283
319,594,0,5942,5943,612.0,595.0,3793924.6207244,238099.11401283,3793954.6207244,237907.11401283
168,745,0,7452,7453,747.0,746.0,3793913.6207244,234194.11401283,3793950.6207244,234169.11401283
165,748,0,7482,7483,750.0,749.0,3793670.6207244,234201.11401283,3793949.6207244,234169.11401283
323,590,0,5902,5903,592.0,591.0,3793946.6207244,237826.11401283,3793892.6207244,237717.11401283
749,64,641,642,643,,,3793940.6207244,233151.11401283,3793922.6207244,233199.11401283
238,675,6751,6752,6753,,,3793891.6207244,235305.11401283,3793908.6207244,235122.11401283
157,756,0,7562,7563,758.0,757.0,3793900.6207244,233493.11401283,3793915.6207244,233428.11401283
301,612,6121,6122,6123,,,3793857.6207244,238318.11401283,3793923.6207244,238100.11401283
750,63,0,632,633,65.0,64.0,3793923.6207244,233200.11401283,3793918.6207244,233220.11401283
738,75,0,752,753,755.0,76.0,3793921.6207244,233396.11401283,3793878.6207244,233255.11401283
158,755,0,7552,7553,759.0,756.0,3793914.6207244,233427.11401283,3793921.6207244,233397.11401283
751,62,0,622,623,68.0,63.0,3793917.6207244,233221.11401283,3793879.6207244,233255.11401283
154,759,0,7592,7593,811.0,760.0,3793733.6207244,233589.11401283,3793913.6207244,233428.11401283
166,747,7471,7472,7473,,,3793855.6207244,234300.11401283,3793912.6207244,234194.11401283
167,746,7461,7462,7463,,,3793594.6207244,234478.11401283,3793912.6207244,234195.11401283
156,757,7571,7572,7573,,,3793563.6207244,234049.11401283,3793900.6207244,233494.11401283
272,641,6411,6412,6413,,,3793889.6207244,236642.11401283,3793909.6207244,236655.11401283
341,572,0,5722,5723,574.0,573.0,3793887.6207244,236677.11401283,3793909.6207244,236656.11401283
237,676,6761,6762,6763,,,3793829.6207244,235197.11401283,3793907.6207244,235122.11401283
340,573,5731,5732,5733,,,3793906.6207244,236770.11401283,3793887.6207244,236678.11401283
155,758,7581,7582,7583,,,3793786.6207244,233579.11401283,3793899.6207244,233494.11401283
325,588,0,5882,5883,590.0,589.0,3793892.6207244,237716.11401283,3793874.6207244,237702.11401283
329,584,5841,5842,5843,,,3793888.6207244,237498.11401283,3793693.6207244,237445.11401283
757,56,561,562,563,,,3793887.6207244,233051.11401283,3793858.6207244,233064.11401283
339,574,0,5742,5743,638.0,575.0,3793679.6207244,236769.11401283,3793886.6207244,236678.11401283
752,61,0,612,613,75.0,62.0,3793878.6207244,233254.11401283,3793871.6207244,233248.11401283
327,586,0,5862,5863,588.0,587.0,3793873.6207244,237701.11401283,3793689.6207244,237489.11401283
753,60,0,602,603,812.0,61.0,3793870.6207244,233247.11401283,3793824.6207244,233125.11401283
101,812,8121,8122,8123,,,3793828.6207244,233255.11401283,3793870.6207244,233248.11401283
171,742,7421,7422,7423,,,3793749.6207244,234587.11401283,3793861.6207244,234626.11401283
234,679,0,6792,6793,735.0,680.0,3793805.6207244,234741.11401283,3793861.6207244,234628.11401283
759,54,0,542,543,56.0,55.0,3793857.6207244,233064.11401283,3793855.6207244,233068.11401283
760,53,531,532,533,,,3793844.6207244,232850.11401283,3793854.6207244,233068.11401283
761,52,0,522,523,54.0,53.0,3793854.6207244,233069.11401283,3793808.6207244,233099.11401283
331,582,5821,5822,5823,,,3793836.6207244,237238.11401283,3793693.6207244,237217.11401283
100,813,0,8132,8133,819.0,814.0,3793728.6207244,233190.11401283,3793823.6207244,233125.11401283
754,59,0,592,593,813.0,60.0,3793823.6207244,233124.11401283,3793820.6207244,233121.11401283
756,57,0,572,573,59.0,58.0,3793820.6207244,233120.11401283,3793808.6207244,233100.11401283
233,680,0,6802,6803,682.0,681.0,3793649.6207244,234908.11401283,3793805.6207244,234742.11401283
762,51,0,512,513,57.0,52.0,3793807.6207244,233099.11401283,3793515.6207244,233021.11401283
178,735,0,7352,7353,739.0,736.0,3793491.6207244,234692.11401283,3793804.6207244,234742.11401283
98,815,8151,8152,8153,,,3793732.6207244,233376.11401283,3793730.6207244,233197.11401283
335,578,5781,5782,5783,,,3793759.6207244,236992.11401283,3793636.6207244,236896.11401283
153,760,0,7602,7603,762.0,761.0,3793679.6207244,233659.11401283,3793733.6207244,233590.11401283
102,811,8111,8112,8113,,,3793592.6207244,233617.11401283,3793732.6207244,233589.11401283
251,662,6621,6622,6623,,,3793683.6207244,235583.11401283,3793730.6207244,235565.11401283
252,661,6611,6612,6613,,,3793684.6207244,235620.11401283,3793730.6207244,235566.11401283
99,814,0,8142,8143,816.0,815.0,3793729.6207244,233196.11401283,3793728.6207244,233191.11401283
97,816,0,8162,8163,818.0,817.0,3793687.6207244,233305.11401283,3793729.6207244,233197.11401283
94,819,8191,8192,8193,,,3793695.6207244,233195.11401283,3793727.6207244,233191.11401283
298,615,0,6152,6153,617.0,616.0,3793714.6207244,237739.11401283,3793692.6207244,237611.11401283
297,616,6161,6162,6163,,,3793654.6207244,237931.11401283,3793714.6207244,237740.11401283
296,617,0,6172,6173,619.0,618.0,3793687.6207244,237762.11401283,3793713.6207244,237739.11401283
769,44,441,442,443,,,3793712.6207244,232875.11401283,3793555.6207244,232759.11401283
332,581,0,5812,5813,583.0,582.0,3793693.6207244,237216.11401283,3793647.6207244,237121.11401283
330,583,0,5832,5833,585.0,584.0,3793693.6207244,237444.11401283,3793692.6207244,237217.11401283
232,681,6811,6812,6813,,,3793697.6207244,234982.11401283,3793649.6207244,234909.11401283
328,585,0,5852,5853,613.0,586.0,3793688.6207244,237489.11401283,3793692.6207244,237445.11401283
299,614,0,6142,6143,620.0,615.0,3793691.6207244,237610.11401283,3793674.6207244,237552.11401283
293,620,6201,6202,6203,,,3793640.6207244,237693.11401283,3793691.6207244,237611.11401283
300,613,0,6132,6133,621.0,614.0,3793673.6207244,237551.11401283,3793688.6207244,237490.11401283
95,818,8181,8182,8183,,,3793652.6207244,233299.11401283,3793686.6207244,233305.11401283
96,817,8171,8172,8173,,,3793418.6207244,233479.11401283,3793686.6207244,233306.11401283
294,619,6191,6192,6193,,,3793613.6207244,237776.11401283,3793686.6207244,237762.11401283
295,618,6181,6182,6183,,,3793589.6207244,237825.11401283,3793686.6207244,237763.11401283
268,645,6451,6452,6453,,,3793628.6207244,236428.11401283,3793682.6207244,236472.11401283
269,644,6441,6442,6443,,,3793659.6207244,236470.11401283,3793682.6207244,236473.11401283
152,761,7611,7612,7613,,,3793574.6207244,233783.11401283,3793679.6207244,233660.11401283
338,575,0,5752,5753,633.0,576.0,3793672.6207244,236782.11401283,3793679.6207244,236770.11401283
151,762,0,7622,7623,810.0,763.0,3793444.6207244,233790.11401283,3793678.6207244,233659.11401283
275,638,0,6382,6383,640.0,639.0,3793582.6207244,236672.11401283,3793678.6207244,236769.11401283
291,622,6221,6222,6223,,,3793668.6207244,237348.11401283,3793647.6207244,237122.11401283
164,749,7491,7492,7493,,,3793654.6207244,234266.11401283,3793670.6207244,234202.11401283
337,576,0,5762,5763,626.0,577.0,3793648.6207244,236846.11401283,3793672.6207244,236783.11401283
292,621,6211,6212,6213,,,3793662.6207244,237572.11401283,3793672.6207244,237552.11401283
280,633,0,6332,6333,637.0,634.0,3793446.6207244,236849.11401283,3793671.6207244,236782.11401283
163,750,0,7502,7503,754.0,751.0,3793557.6207244,234215.11401283,3793669.6207244,234201.11401283
231,682,0,6822,6823,684.0,683.0,3793571.6207244,234987.11401283,3793648.6207244,234908.11401283
336,577,0,5772,5773,579.0,578.0,3793636.6207244,236895.11401283,3793648.6207244,236847.11401283
287,626,0,6262,6263,632.0,627.0,3793478.6207244,237018.11401283,3793647.6207244,236847.11401283
333,580,0,5802,5803,622.0,581.0,3793646.6207244,237121.11401283,3793618.6207244,237110.11401283
230,683,6831,6832,6833,,,3793639.6207244,235270.11401283,3793571.6207244,234988.11401283
770,43,431,432,433,,,3793635.6207244,232675.11401283,3793555.6207244,232757.11401283
334,579,0,5792,5793,623.0,580.0,3793617.6207244,237109.11401283,3793635.6207244,236896.11401283
290,623,0,6232,6233,625.0,624.0,3793427.6207244,237415.11401283,3793616.6207244,237110.11401283
92,821,8211,8212,8213,,,3793616.6207244,233071.11401283,3793533.6207244,233088.11401283
263,650,6501,6502,6503,,,3793588.6207244,236188.11401283,3793604.6207244,236217.11401283
264,649,6491,6492,6493,,,3793452.6207244,236288.11401283,3793603.6207244,236218.11401283
273,640,6401,6402,6403,,,3793513.6207244,236578.11401283,3793581.6207244,236671.11401283
274,639,6391,6392,6393,,,3793493.6207244,236677.11401283,3793581.6207244,236672.11401283
229,684,0,6842,6843,686.0,685.0,3793536.6207244,234995.11401283,3793570.6207244,234988.11401283
768,45,451,452,453,,,3793556.6207244,232801.11401283,3793475.6207244,232747.11401283
159,754,7541,7542,7543,,,3793527.6207244,234208.11401283,3793556.6207244,234214.11401283
162,751,0,7512,7513,753.0,752.0,3793478.6207244,234276.11401283,3793556.6207244,234215.11401283
771,42,0,422,423,44.0,43.0,3793554.6207244,232758.11401283,3793475.6207244,232746.11401283
228,685,6851,6852,6853,,,3793539.6207244,235249.11401283,3793535.6207244,234996.11401283
227,686,0,6862,6863,690.0,687.0,3793475.6207244,234987.11401283,3793535.6207244,234994.11401283
91,822,0,8222,8223,826.0,823.0,3793427.6207244,233208.11401283,3793532.6207244,233088.11401283
93,820,0,8202,8203,822.0,821.0,3793532.6207244,233087.11401283,3793515.6207244,233022.11401283
763,50,0,502,503,820.0,51.0,3793514.6207244,233021.11401283,3793375.6207244,232835.11401283
782,31,311,312,313,,,3793513.6207244,232535.11401283,3792872.6207244,232248.11401283
776,37,371,372,373,,,3793501.6207244,232644.11401283,3793141.6207244,232595.11401283
177,736,0,7362,7363,738.0,737.0,3793460.6207244,234718.11401283,3793490.6207244,234693.11401283
174,739,0,7392,7393,741.0,740.0,3793338.6207244,234511.11401283,3793490.6207244,234692.11401283
260,653,6531,6532,6533,,,3793275.6207244,236035.11401283,3793490.6207244,236002.11401283
261,652,6521,6522,6523,,,3793345.6207244,236136.11401283,3793490.6207244,236003.11401283
150,763,0,7632,7633,807.0,764.0,3793381.6207244,233895.11401283,3793444.6207244,233791.11401283
215,698,0,6982,6983,700.0,699.0,3793469.6207244,235722.11401283,3793278.6207244,235488.11401283
214,699,6991,6992,6993,,,3793482.6207244,235765.11401283,3793470.6207244,235723.11401283
161,752,7521,7522,7523,,,3793458.6207244,234356.11401283,3793479.6207244,234277.11401283
286,627,0,6272,6273,631.0,628.0,3793331.6207244,237139.11401283,3793478.6207244,237019.11401283
160,753,7531,7532,7533,,,3793383.6207244,234300.11401283,3793477.6207244,234276.11401283
281,632,6321,6322,6323,,,3793429.6207244,237028.11401283,3793477.6207244,237019.11401283
772,41,0,412,413,45.0,42.0,3793474.6207244,232746.11401283,3793378.6207244,232703.11401283
223,690,0,6902,6903,728.0,691.0,3793391.6207244,235038.11401283,3793474.6207244,234987.11401283
226,687,0,6872,6873,689.0,688.0,3793470.6207244,235004.11401283,3793474.6207244,234988.11401283
225,688,6881,6882,6883,,,3793465.6207244,235040.11401283,3793470.6207244,235005.11401283
213,700,7001,7002,7003,,,3793464.6207244,235763.11401283,3793469.6207244,235723.11401283
224,689,6891,6892,6893,,,3793395.6207244,235055.11401283,3793469.6207244,235005.11401283
176,737,7371,7372,7373,,,3793405.6207244,234820.11401283,3793460.6207244,234719.11401283
175,738,7381,7382,7383,,,3793366.6207244,234745.11401283,3793459.6207244,234719.11401283
86,827,8271,8272,8273,,,3793352.6207244,233099.11401283,3793374.6207244,232836.11401283
217,696,6961,6962,6963,,,3793451.6207244,235480.11401283,3793265.6207244,235373.11401283
773,40,401,402,403,,,3793446.6207244,232702.11401283,3793378.6207244,232702.11401283
276,637,6371,6372,6373,,,3793384.6207244,236806.11401283,3793445.6207244,236849.11401283
279,634,0,6342,6343,636.0,635.0,3793381.6207244,236879.11401283,3793445.6207244,236850.11401283
